id,styleId,size,quantity
1390,228,"M",14
1391,228,"L",39
1392,228,"XL",26
1393,228,"XXL",25
1394,229,"7",15
1395,229,"7.5",40
1396,229,"8",20
1397,229,"8.5",55
1398,229,"9",56
1399,229,"9.5",44
1400,229,"10",41
1401,229,"10.5",35
1402,229,"11",35
1403,229,"11.5",37
1404,229,"12",51
1405,230,"7",44
1406,230,"7.5",2
1407,230,"8",36
1408,230,"8.5",2
1409,230,"9",37
1410,230,"9.5",58
1411,230,"10",2
1412,230,"10.5",5
1413,230,"11",11
1414,230,"11.5",2
1415,230,"12",31
1416,231,"7",29
1417,231,"7.5",29
1418,231,"8",19
1419,231,"8.5",0
1420,231,"9",13
1421,231,"9.5",27
1422,231,"10",57
1423,231,"10.5",30
1424,231,"11",4
1425,231,"11.5",14
1426,231,"12",43
1427,232,"7",23
1428,232,"7.5",5
1429,232,"8",14
1430,232,"8.5",51
1431,232,"9",56
1432,232,"9.5",39
1433,232,"10",49
1434,232,"10.5",16
1435,232,"11",47
1436,232,"11.5",47
1437,232,"12",36
1438,233,"One Size",37
1439,234,"XS",48
1440,234,"S",46
1441,234,"M",21
1442,234,"L",55
1443,234,"XL",49
1444,234,"XXL",11
1445,235,"XS",22
1446,235,"S",56
1447,235,"M",41
1448,235,"L",50
1449,235,"XL",48
1450,235,"XXL",50
1451,236,"XS",56
1452,236,"S",2
1453,236,"M",49
1454,236,"L",35
1455,236,"XL",38
1456,236,"XXL",16
1457,237,"XS",40
1458,237,"S",29
1459,237,"M",23
1460,237,"L",9
1461,237,"XL",6
1462,237,"XXL",0
1463,238,"XS",13
1464,238,"S",47
1465,238,"M",0
1466,238,"L",19
1467,238,"XL",54
1468,238,"XXL",58
1469,239,"XS",42
1470,239,"S",17
1471,239,"M",27
1472,239,"L",2
1473,239,"XL",7
1474,239,"XXL",25
1475,240,"XS",33
1476,240,"S",38
1477,240,"M",4
1478,240,"L",52
1479,240,"XL",47
1480,240,"XXL",26
1481,241,"XS",6
1482,241,"S",45
1483,241,"M",15
1484,241,"L",30
1485,241,"XL",14
1486,241,"XXL",53
1487,242,"XS",5
1488,242,"S",57
1489,242,"M",45
1490,242,"L",9
1491,242,"XL",10
1492,242,"XXL",46
1493,243,"XS",0
1494,243,"S",17
1495,243,"M",36
1496,243,"L",8
1497,243,"XL",46
1498,243,"XXL",12
1499,244,"XS",45
1500,244,"S",0
1501,244,"M",52
1502,244,"L",34
1503,244,"XL",3
1504,244,"XXL",14
1505,245,"XS",5
1506,245,"S",41
1507,245,"M",39
1508,245,"L",5
1509,245,"XL",35
1510,245,"XXL",0
1511,246,"XS",11
1512,246,"S",56
1513,246,"M",12
1514,246,"L",41
1515,246,"XL",55
1516,246,"XXL",17
1517,247,"XS",39
1518,247,"S",19
1519,247,"M",51
1520,247,"L",3
1521,247,"XL",41
1522,247,"XXL",20
1523,248,"7",25
1524,248,"7.5",41
1525,248,"8",9
1526,248,"8.5",57
1527,248,"9",3
1528,248,"9.5",4
1529,248,"10",25
1530,248,"10.5",3
1531,248,"11",54
1532,248,"11.5",42
1533,248,"12",49
1534,249,"7",2
1535,249,"7.5",14
1536,249,"8",57
1537,249,"8.5",10
1538,249,"9",32
1539,249,"9.5",50
1540,249,"10",15
1541,249,"10.5",9
1542,249,"11",38
1543,249,"11.5",16
1544,249,"12",20
1545,250,"7",16
1546,250,"7.5",35
1547,250,"8",10
1548,250,"8.5",22
1549,250,"9",35
1550,250,"9.5",31
1551,250,"10",18
1552,250,"10.5",16
1553,250,"11",36
1554,250,"11.5",37
1555,250,"12",10
1556,251,"7",21
1557,251,"7.5",59
1558,251,"8",10
1559,251,"8.5",5
1560,251,"9",38
1561,251,"9.5",1
1562,251,"10",56
1563,251,"10.5",43
1564,251,"11",18
1565,251,"11.5",12
1566,251,"12",32
1567,252,"One Size",59
1568,253,"One Size",55
1569,254,"One Size",35
1570,255,"XS",42
1571,255,"S",32
1572,255,"M",14
1573,255,"L",23
1574,255,"XL",49
1575,255,"XXL",6
1576,256,"XS",21
1577,256,"S",19
1578,256,"M",53
1579,256,"L",31
1580,256,"XL",9
1581,256,"XXL",32
1582,257,"XS",49
1583,257,"S",50
1584,257,"M",26
1585,257,"L",14
1586,257,"XL",11
1587,257,"XXL",36
1588,258,"XS",44
1589,258,"S",24
1590,258,"M",51
1591,258,"L",54
1592,258,"XL",10
1593,258,"XXL",31
1594,259,"XS",26
1595,259,"S",29
1596,259,"M",35
1597,259,"L",26
1598,259,"XL",52
1599,259,"XXL",56
1600,260,"XS",23
1601,260,"S",48
1602,260,"M",29
1603,260,"L",56
1604,260,"XL",17
1605,260,"XXL",30
1606,261,"XS",47
1607,261,"S",13
1608,261,"M",50
1609,261,"L",50
1610,261,"XL",47
1611,261,"XXL",46
1612,262,"XS",8
1613,262,"S",33
1614,262,"M",25
1615,262,"L",44
1616,262,"XL",28
1617,262,"XXL",32
1618,263,"XS",49
1619,263,"S",54
1620,263,"M",17
1621,263,"L",40
1622,263,"XL",38
1623,263,"XXL",36
1624,264,"XS",14
1625,264,"S",16
1626,264,"M",45
1627,264,"L",20
1628,264,"XL",57
1629,264,"XXL",30
1630,265,"XS",58
1631,265,"S",26
1632,265,"M",46
1633,265,"L",40
1634,265,"XL",0
1635,265,"XXL",33
1636,266,"XS",52
1637,266,"S",51
1638,266,"M",18
1639,266,"L",55
1640,266,"XL",4
1641,266,"XXL",45
1642,267,"XS",27
1643,267,"S",34
1644,267,"M",15
1645,267,"L",59
1646,267,"XL",35
1647,267,"XXL",56
1648,268,"XS",51
1649,268,"S",2
1650,268,"M",26
1651,268,"L",5
1652,268,"XL",49
1653,268,"XXL",3
1654,269,"XS",50
1655,269,"S",55
1656,269,"M",50
1657,269,"L",6
1658,269,"XL",29
1659,269,"XXL",45
1660,270,"XS",36
1661,270,"S",23
1662,270,"M",53
1663,270,"L",10
1664,270,"XL",18
1665,270,"XXL",4
1666,271,"XS",33
1667,271,"S",30
1668,271,"M",7
1669,271,"L",9
1670,271,"XL",19
1671,271,"XXL",25
1672,272,"XS",28
1673,272,"S",10
1674,272,"M",7
1675,272,"L",42
1676,272,"XL",16
1677,272,"XXL",37
1678,273,"XS",0
1679,273,"S",19
1680,273,"M",25
1681,273,"L",44
1682,273,"XL",33
1683,273,"XXL",44
1684,274,"XS",56
1685,274,"S",32
1686,274,"M",53
1687,274,"L",21
1688,274,"XL",21
1689,274,"XXL",41
1690,275,"XS",47
1691,275,"S",9
1692,275,"M",55
1693,275,"L",4
1694,275,"XL",48
1695,275,"XXL",32
1696,276,"XS",31
1697,276,"S",16
1698,276,"M",35
1699,276,"L",22
1700,276,"XL",56
1701,276,"XXL",47
1702,277,"XS",16
1703,277,"S",56
1704,277,"M",34
1705,277,"L",12
1706,277,"XL",17
1707,277,"XXL",37
1708,278,"XS",0
1709,278,"S",41
1710,278,"M",38
1711,278,"L",29
1712,278,"XL",13
1713,278,"XXL",28
1714,279,"XS",14
1715,279,"S",30
1716,279,"M",19
1717,279,"L",5
1718,279,"XL",49
1719,279,"XXL",39
1720,280,"XS",42
1721,280,"S",3
1722,280,"M",45
1723,280,"L",1
1724,280,"XL",6
1725,280,"XXL",35
1726,281,"XS",51
1727,281,"S",19
1728,281,"M",20
1729,281,"L",58
1730,281,"XL",15
1731,281,"XXL",34
1732,282,"XS",50
1733,282,"S",42
1734,282,"M",15
1735,282,"L",55
1736,282,"XL",32
1737,282,"XXL",7
1738,283,"XS",22
1739,283,"S",16
1740,283,"M",59
1741,283,"L",2
1742,283,"XL",49
1743,283,"XXL",3
1744,284,"XS",22
1745,284,"S",42
1746,284,"M",49
1747,284,"L",0
1748,284,"XL",49
1749,284,"XXL",28
1750,285,"XS",58
1751,285,"S",48
1752,285,"M",41
1753,285,"L",4
1754,285,"XL",33
1755,285,"XXL",0
1756,286,"XS",9
1757,286,"S",21
1758,286,"M",0
1759,286,"L",19
1760,286,"XL",31
1761,286,"XXL",44
1762,287,"XS",13
1763,287,"S",17
1764,287,"M",37
1765,287,"L",25
1766,287,"XL",8
1767,287,"XXL",56
1768,288,"XS",2
1769,288,"S",25
1770,288,"M",31
1771,288,"L",26
1772,288,"XL",38
1773,288,"XXL",43
1774,289,"XS",13
1775,289,"S",57
1776,289,"M",45
1777,289,"L",18
1778,289,"XL",38
1779,289,"XXL",25
1780,290,"One Size",14
1781,291,"XS",6
1782,291,"S",8
1783,291,"M",39
1784,291,"L",34
1785,291,"XL",44
1786,291,"XXL",43
1787,292,"XS",18
1788,292,"S",25
1789,292,"M",43
1790,292,"L",44
1791,292,"XL",3
1792,292,"XXL",38
1793,293,"XS",8
1794,293,"S",37
1795,293,"M",27
1796,293,"L",34
1797,293,"XL",54
1798,293,"XXL",30
1799,294,"XS",34
1800,294,"S",19
1801,294,"M",11
1802,294,"L",12
1803,294,"XL",49
1804,294,"XXL",32
1805,295,"XS",43
1806,295,"S",4
1807,295,"M",35
1808,295,"L",33
1809,295,"XL",21
1810,295,"XXL",37
1811,296,"XS",32
1812,296,"S",32
1813,296,"M",50
1814,296,"L",30
1815,296,"XL",23
1816,296,"XXL",20
1817,297,"XS",43
1818,297,"S",58
1819,297,"M",9
1820,297,"L",57
1821,297,"XL",23
1822,297,"XXL",21
1823,298,"XS",20
1824,298,"S",5
1825,298,"M",8
1826,298,"L",27
1827,298,"XL",9
1828,298,"XXL",14
1829,299,"XS",57
1830,299,"S",3
1831,299,"M",33
1832,299,"L",21
1833,299,"XL",20
1834,299,"XXL",27
1835,300,"XS",47
1836,300,"S",18
1837,300,"M",38
1838,300,"L",4
1839,300,"XL",59
1840,300,"XXL",3
1841,301,"XS",54
1842,301,"S",30
1843,301,"M",3
1844,301,"L",49
1845,301,"XL",56
1846,301,"XXL",6
1847,302,"XS",42
1848,302,"S",9
1849,302,"M",22
1850,302,"L",3
1851,302,"XL",5
1852,302,"XXL",57
1853,303,"XS",50
1854,303,"S",6
1855,303,"M",48
1856,303,"L",15
1857,303,"XL",14
1858,303,"XXL",35
1859,304,"One Size",31
1860,305,"One Size",19
1861,306,"One Size",54
1862,307,"One Size",3
1863,308,"One Size",54
1864,309,"XS",16
1865,309,"S",40
1866,309,"M",54
1867,309,"L",22
1868,309,"XL",58
1869,309,"XXL",29
1870,310,"XS",52
1871,310,"S",8
1872,310,"M",38
1873,310,"L",30
1874,310,"XL",54
1875,310,"XXL",41
1876,311,"XS",13
1877,311,"S",5
1878,311,"M",48
1879,311,"L",43
1880,311,"XL",14
1881,311,"XXL",31
1882,312,"XS",8
1883,312,"S",0
1884,312,"M",55
1885,312,"L",55
1886,312,"XL",8
1887,312,"XXL",58
1888,313,"XS",47
1889,313,"S",30
1890,313,"M",29
1891,313,"L",15
1892,313,"XL",11
1893,313,"XXL",0
1894,314,"XS",25
1895,314,"S",13
1896,314,"M",14
1897,314,"L",14
1898,314,"XL",58
1899,314,"XXL",11
1900,315,"XS",37
1901,315,"S",14
1902,315,"M",17
1903,315,"L",54
1904,315,"XL",11
1905,315,"XXL",40
1906,316,"XS",59
1907,316,"S",14
1908,316,"M",8
1909,316,"L",0
1910,316,"XL",50
1911,316,"XXL",10
1912,317,"XS",44
1913,317,"S",39
1914,317,"M",32
1915,317,"L",32
1916,317,"XL",27
1917,317,"XXL",51
1918,318,"XS",10
1919,318,"S",54
1920,318,"M",29
1921,318,"L",31
1922,318,"XL",6
1923,318,"XXL",12
1924,319,"XS",30
1925,319,"S",46
1926,319,"M",56
1927,319,"L",54
1928,319,"XL",51
1929,319,"XXL",22
1930,320,"XS",0
1931,320,"S",39
1932,320,"M",29
1933,320,"L",55
1934,320,"XL",51
1935,320,"XXL",22
1936,321,"XS",44
1937,321,"S",13
1938,321,"M",34
1939,321,"L",1
1940,321,"XL",28
1941,321,"XXL",44
1942,322,"XS",37
1943,322,"S",40
1944,322,"M",5
1945,322,"L",29
1946,322,"XL",5
1947,322,"XXL",2
1948,323,"XS",14
1949,323,"S",12
1950,323,"M",13
1951,323,"L",59
1952,323,"XL",5
1953,323,"XXL",8
1954,324,"One Size",34
1955,325,"One Size",55
1956,326,"7",42
1957,326,"7.5",33
1958,326,"8",0
1959,326,"8.5",1
1960,326,"9",1
1961,326,"9.5",18
1962,326,"10",39
1963,326,"10.5",28
1964,326,"11",23
1965,326,"11.5",11
1966,326,"12",29
1967,327,"XS",39
1968,327,"S",22
1969,327,"M",58
1970,327,"L",4
1971,327,"XL",36
1972,327,"XXL",13
1973,328,"XS",21
1974,328,"S",40
1975,328,"M",47
1976,328,"L",44
1977,328,"XL",41
1978,328,"XXL",20
1979,329,"7",22
1980,329,"7.5",17
1981,329,"8",59
1982,329,"8.5",1
1983,329,"9",43
1984,329,"9.5",23
1985,329,"10",35
1986,329,"10.5",29
1987,329,"11",12
1988,329,"11.5",25
1989,329,"12",23
1990,330,"XS",21
1991,330,"S",9
1992,330,"M",55
1993,330,"L",12
1994,330,"XL",10
1995,330,"XXL",56
1996,331,"XS",8
1997,331,"S",24
1998,331,"M",22
1999,331,"L",22
2000,331,"XL",33
2001,331,"XXL",42
2002,332,"XS",33
2003,332,"S",27
2004,332,"M",0
2005,332,"L",15
2006,332,"XL",10
2007,332,"XXL",18
2008,333,"XS",29
2009,333,"S",49
2010,333,"M",53
2011,333,"L",15
2012,333,"XL",40
2013,333,"XXL",55
2014,334,"7",33
2015,334,"7.5",32
2016,334,"8",21
2017,334,"8.5",11
2018,334,"9",39
2019,334,"9.5",29
2020,334,"10",1
2021,334,"10.5",10
2022,334,"11",8
2023,334,"11.5",55
2024,334,"12",41
2025,335,"7",38
2026,335,"7.5",17
2027,335,"8",52
2028,335,"8.5",3
2029,335,"9",48
2030,335,"9.5",40
2031,335,"10",58
2032,335,"10.5",58
2033,335,"11",43
2034,335,"11.5",3
2035,335,"12",38
2036,336,"7",37
2037,336,"7.5",23
2038,336,"8",58
2039,336,"8.5",53
2040,336,"9",53
2041,336,"9.5",17
2042,336,"10",23
2043,336,"10.5",56
2044,336,"11",11
2045,336,"11.5",20
2046,336,"12",49
2047,337,"7",43
2048,337,"7.5",54
2049,337,"8",28
2050,337,"8.5",34
2051,337,"9",46
2052,337,"9.5",53
2053,337,"10",39
2054,337,"10.5",11
2055,337,"11",0
2056,337,"11.5",12
2057,337,"12",39
2058,338,"XS",57
2059,338,"S",11
2060,338,"M",51
2061,338,"L",29
2062,338,"XL",34
2063,338,"XXL",51
2064,339,"XS",58
2065,339,"S",41
2066,339,"M",5
2067,339,"L",39
2068,339,"XL",8
2069,339,"XXL",20
2070,340,"XS",6
2071,340,"S",25
2072,340,"M",39
2073,340,"L",47
2074,340,"XL",35
2075,340,"XXL",9
2076,341,"XS",25
2077,341,"S",42
2078,341,"M",2
2079,341,"L",1
2080,341,"XL",21
2081,341,"XXL",37
2082,342,"XS",5
2083,342,"S",0
2084,342,"M",22
2085,342,"L",3
2086,342,"XL",5
2087,342,"XXL",14
2088,343,"XS",29
2089,343,"S",19
2090,343,"M",5
2091,343,"L",59
2092,343,"XL",27
2093,343,"XXL",38
2094,344,"XS",40
2095,344,"S",55
2096,344,"M",4
2097,344,"L",22
2098,344,"XL",33
2099,344,"XXL",38
2100,345,"XS",28
2101,345,"S",37
2102,345,"M",30
2103,345,"L",23
2104,345,"XL",13
2105,345,"XXL",0
2106,346,"7",0
2107,346,"7.5",51
2108,346,"8",46
2109,346,"8.5",18
2110,346,"9",42
2111,346,"9.5",47
2112,346,"10",24
2113,346,"10.5",7
2114,346,"11",57
2115,346,"11.5",24
2116,346,"12",4
2117,347,"7",52
2118,347,"7.5",19
2119,347,"8",25
2120,347,"8.5",6
2121,347,"9",54
2122,347,"9.5",15
2123,347,"10",6
2124,347,"10.5",27
2125,347,"11",56
2126,347,"11.5",0
2127,347,"12",11
2128,348,"7",22
2129,348,"7.5",14
2130,348,"8",30
2131,348,"8.5",22
2132,348,"9",46
2133,348,"9.5",11
2134,348,"10",20
2135,348,"10.5",14
2136,348,"11",14
2137,348,"11.5",23
2138,348,"12",4
2139,349,"7",39
2140,349,"7.5",54
2141,349,"8",45
2142,349,"8.5",40
2143,349,"9",27
2144,349,"9.5",8
2145,349,"10",35
2146,349,"10.5",54
2147,349,"11",40
2148,349,"11.5",21
2149,349,"12",48
2150,350,"XS",15
2151,350,"S",18
2152,350,"M",47
2153,350,"L",3
2154,350,"XL",36
2155,350,"XXL",27
2156,351,"XS",33
2157,351,"S",45
2158,351,"M",27
2159,351,"L",2
2160,351,"XL",29
2161,351,"XXL",31
2162,352,"XS",50
2163,352,"S",51
2164,352,"M",54
2165,352,"L",42
2166,352,"XL",52
2167,352,"XXL",41
2168,353,"XS",33
2169,353,"S",15
2170,353,"M",39
2171,353,"L",55
2172,353,"XL",40
2173,353,"XXL",59
2174,354,"XS",4
2175,354,"S",38
2176,354,"M",58
2177,354,"L",2
2178,354,"XL",7
2179,354,"XXL",33
2180,355,"XS",54
2181,355,"S",59
2182,355,"M",45
2183,355,"L",35
2184,355,"XL",27
2185,355,"XXL",28
2186,356,"XS",47
2187,356,"S",14
2188,356,"M",41
2189,356,"L",11
2190,356,"XL",11
2191,356,"XXL",35
2192,357,"XS",58
2193,357,"S",10
2194,357,"M",12
2195,357,"L",9
2196,357,"XL",41
2197,357,"XXL",51
2198,358,"XS",33
2199,358,"S",13
2200,358,"M",51
2201,358,"L",28
2202,358,"XL",9
2203,358,"XXL",58
2204,359,"XS",6
2205,359,"S",49
2206,359,"M",44
2207,359,"L",41
2208,359,"XL",42
2209,359,"XXL",20
2210,360,"XS",54
2211,360,"S",32
2212,360,"M",36
2213,360,"L",10
2214,360,"XL",20
2215,360,"XXL",7
2216,361,"XS",51
2217,361,"S",41
2218,361,"M",33
2219,361,"L",7
2220,361,"XL",42
2221,361,"XXL",51
2222,362,"XS",38
2223,362,"S",10
2224,362,"M",33
2225,362,"L",20
2226,362,"XL",16
2227,362,"XXL",44
2228,363,"XS",23
2229,363,"S",54
2230,363,"M",35
2231,363,"L",28
2232,363,"XL",46
2233,363,"XXL",47
2234,364,"XS",37
2235,364,"S",26
2236,364,"M",18
2237,364,"L",32
2238,364,"XL",8
2239,364,"XXL",53
2240,365,"XS",44
2241,365,"S",12
2242,365,"M",3
2243,365,"L",41
2244,365,"XL",50
2245,365,"XXL",45
2246,366,"XS",47
2247,366,"S",39
2248,366,"M",8
2249,366,"L",7
2250,366,"XL",1
2251,366,"XXL",4
2252,367,"XS",53
2253,367,"S",58
2254,367,"M",57
2255,367,"L",42
2256,367,"XL",20
2257,367,"XXL",20
2258,368,"XS",57
2259,368,"S",5
2260,368,"M",33
2261,368,"L",6
2262,368,"XL",41
2263,368,"XXL",7
2264,369,"XS",12
2265,369,"S",5
2266,369,"M",4
2267,369,"L",40
2268,369,"XL",5
2269,369,"XXL",33
2270,370,"XS",10
2271,370,"S",39
2272,370,"M",54
2273,370,"L",49
2274,370,"XL",32
2275,370,"XXL",34
2276,371,"XS",18
2277,371,"S",30
2278,371,"M",1
2279,371,"L",34
2280,371,"XL",28
2281,371,"XXL",33
2282,372,"XS",36
2283,372,"S",8
2284,372,"M",43
2285,372,"L",16
2286,372,"XL",6
2287,372,"XXL",36
2288,373,"XS",20
2289,373,"S",27
2290,373,"M",28
2291,373,"L",43
2292,373,"XL",20
2293,373,"XXL",21
2294,374,"XS",50
2295,374,"S",6
2296,374,"M",22
2297,374,"L",28
2298,374,"XL",13
2299,374,"XXL",24
2300,375,"XS",58
2301,375,"S",16
2302,375,"M",25
2303,375,"L",56
2304,375,"XL",24
2305,375,"XXL",31
2306,376,"XS",22
2307,376,"S",36
2308,376,"M",9
2309,376,"L",35
2310,376,"XL",38
2311,376,"XXL",7
2312,377,"XS",47
2313,377,"S",32
2314,377,"M",43
2315,377,"L",18
2316,377,"XL",44
2317,377,"XXL",37
2318,378,"XS",47
2319,378,"S",50
2320,378,"M",56
2321,378,"L",17
2322,378,"XL",43
2323,378,"XXL",37
2324,379,"XS",57
2325,379,"S",57
2326,379,"M",0
2327,379,"L",12
2328,379,"XL",31
2329,379,"XXL",25
2330,380,"XS",24
2331,380,"S",40
2332,380,"M",39
2333,380,"L",47
2334,380,"XL",16
2335,380,"XXL",8
2336,381,"XS",14
2337,381,"S",7
2338,381,"M",39
2339,381,"L",37
2340,381,"XL",4
2341,381,"XXL",58
2342,382,"XS",0
2343,382,"S",17
2344,382,"M",22
2345,382,"L",10
2346,382,"XL",52
2347,382,"XXL",55
2348,383,"XS",45
2349,383,"S",52
2350,383,"M",14
2351,383,"L",20
2352,383,"XL",57
2353,383,"XXL",58
2354,384,"XS",32
2355,384,"S",55
2356,384,"M",39
2357,384,"L",24
2358,384,"XL",2
2359,384,"XXL",58
2360,385,"XS",38
2361,385,"S",33
2362,385,"M",20
2363,385,"L",16
2364,385,"XL",3
2365,385,"XXL",26
2366,386,"XS",58
2367,386,"S",41
2368,386,"M",25
2369,386,"L",14
2370,386,"XL",19
2371,386,"XXL",19
2372,387,"XS",24
2373,387,"S",24
2374,387,"M",7
2375,387,"L",36
2376,387,"XL",22
2377,387,"XXL",37
2378,388,"XS",55
2379,388,"S",7
2380,388,"M",48
2381,388,"L",13
2382,388,"XL",35
2383,388,"XXL",46
2384,389,"XS",5
2385,389,"S",26
2386,389,"M",57
2387,389,"L",51
2388,389,"XL",22
2389,389,"XXL",55
2390,390,"XS",16
2391,390,"S",47
2392,390,"M",16
2393,390,"L",57
2394,390,"XL",32
2395,390,"XXL",26
2396,391,"XS",24
2397,391,"S",40
2398,391,"M",58
2399,391,"L",34
2400,391,"XL",33
2401,391,"XXL",32
2402,392,"XS",2
2403,392,"S",35
2404,392,"M",18
2405,392,"L",0
2406,392,"XL",57
2407,392,"XXL",35
2408,393,"XS",20
2409,393,"S",52
2410,393,"M",54
2411,393,"L",12
2412,393,"XL",45
2413,393,"XXL",45
2414,394,"XS",3
2415,394,"S",29
2416,394,"M",5
2417,394,"L",42
2418,394,"XL",10
2419,394,"XXL",17
2420,395,"XS",15
2421,395,"S",24
2422,395,"M",0
2423,395,"L",53
2424,395,"XL",57
2425,395,"XXL",40
2426,396,"XS",57
2427,396,"S",35
2428,396,"M",36
2429,396,"L",24
2430,396,"XL",15
2431,396,"XXL",59
2432,397,"XS",48
2433,397,"S",56
2434,397,"M",53
2435,397,"L",9
2436,397,"XL",40
2437,397,"XXL",14
2438,398,"XS",33
2439,398,"S",30
2440,398,"M",50
2441,398,"L",37
2442,398,"XL",47
2443,398,"XXL",18
2444,399,"XS",25
2445,399,"S",46
2446,399,"M",35
2447,399,"L",44
2448,399,"XL",29
2449,399,"XXL",3
2450,400,"7",19
2451,400,"7.5",23
2452,400,"8",8
2453,400,"8.5",29
2454,400,"9",25
2455,400,"9.5",52
2456,400,"10",6
2457,400,"10.5",9
2458,400,"11",8
2459,400,"11.5",55
2460,400,"12",51
2461,401,"7",48
2462,401,"7.5",34
2463,401,"8",27
2464,401,"8.5",53
2465,401,"9",8
2466,401,"9.5",35
2467,401,"10",18
2468,401,"10.5",39
2469,401,"11",30
2470,401,"11.5",3
2471,401,"12",31
2472,402,"7",43
2473,402,"7.5",33
2474,402,"8",14
2475,402,"8.5",42
2476,402,"9",40
2477,402,"9.5",7
2478,402,"10",49
2479,402,"10.5",42
2480,402,"11",2
2481,402,"11.5",54
2482,402,"12",3
2483,403,"7",20
2484,403,"7.5",43
2485,403,"8",34
2486,403,"8.5",10
2487,403,"9",19
2488,403,"9.5",3
2489,403,"10",11
2490,403,"10.5",16
2491,403,"11",1
2492,403,"11.5",44
2493,403,"12",11
2494,404,"7",41
2495,404,"7.5",11
2496,404,"8",2
2497,404,"8.5",2
2498,404,"9",29
2499,404,"9.5",46
2500,404,"10",21
2501,404,"10.5",0
2502,404,"11",50
2503,404,"11.5",30
2504,404,"12",0
2505,405,"7",18
2506,405,"7.5",1
2507,405,"8",41
2508,405,"8.5",19
2509,405,"9",34
2510,405,"9.5",56
2511,405,"10",27
2512,405,"10.5",17
2513,405,"11",50
2514,405,"11.5",8
2515,405,"12",29
2516,406,"XS",6
2517,406,"S",13
2518,406,"M",9
2519,406,"L",2
2520,406,"XL",46
2521,406,"XXL",56
2522,407,"XS",50
2523,407,"S",54
2524,407,"M",17
2525,407,"L",41
2526,407,"XL",26
2527,407,"XXL",54
2528,408,"XS",42
2529,408,"S",37
2530,408,"M",39
2531,408,"L",7
2532,408,"XL",45
2533,408,"XXL",46
2534,409,"XS",50
2535,409,"S",16
2536,409,"M",11
2537,409,"L",22
2538,409,"XL",53
2539,409,"XXL",42
2540,410,"XS",29
2541,410,"S",40
2542,410,"M",57
2543,410,"L",50
2544,410,"XL",5
2545,410,"XXL",19
2546,411,"XS",33
2547,411,"S",20
2548,411,"M",16
2549,411,"L",35
2550,411,"XL",57
2551,411,"XXL",54
2552,412,"XS",47
2553,412,"S",4
2554,412,"M",2
2555,412,"L",37
2556,412,"XL",14
2557,412,"XXL",38
2558,413,"XS",14
2559,413,"S",27
2560,413,"M",50
2561,413,"L",35
2562,413,"XL",21
2563,413,"XXL",58
2564,414,"XS",34
2565,414,"S",29
2566,414,"M",43
2567,414,"L",24
2568,414,"XL",50
2569,414,"XXL",54
2570,415,"XS",51
2571,415,"S",35
2572,415,"M",49
2573,415,"L",0
2574,415,"XL",52
2575,415,"XXL",14
2576,416,"One Size",16
2577,417,"One Size",29
2578,418,"One Size",43
2579,419,"One Size",25
2580,420,"XS",7
2581,420,"S",52
2582,420,"M",36
2583,420,"L",19
2584,420,"XL",14
2585,420,"XXL",27
2586,421,"XS",57
2587,421,"S",34
2588,421,"M",26
2589,421,"L",42
2590,421,"XL",32
2591,421,"XXL",54
2592,422,"XS",5
2593,422,"S",44
2594,422,"M",15
2595,422,"L",50
2596,422,"XL",10
2597,422,"XXL",3
2598,423,"7",18
2599,423,"7.5",44
2600,423,"8",4
2601,423,"8.5",32
2602,423,"9",23
2603,423,"9.5",7
2604,423,"10",48
2605,423,"10.5",17
2606,423,"11",58
2607,423,"11.5",31
2608,423,"12",40
2609,424,"XS",56
2610,424,"S",25
2611,424,"M",45
2612,424,"L",32
2613,424,"XL",53
2614,424,"XXL",1
2615,425,"XS",49
2616,425,"S",50
2617,425,"M",1
2618,425,"L",10
2619,425,"XL",23
2620,425,"XXL",53
2621,426,"XS",26
2622,426,"S",37
2623,426,"M",29
2624,426,"L",38
2625,426,"XL",18
2626,426,"XXL",23
2627,427,"XS",57
2628,427,"S",9
2629,427,"M",15
2630,427,"L",37
2631,427,"XL",31
2632,427,"XXL",45
2633,428,"XS",57
2634,428,"S",32
2635,428,"M",8
2636,428,"L",34
2637,428,"XL",25
2638,428,"XXL",0
2639,429,"XS",58
2640,429,"S",42
2641,429,"M",1
2642,429,"L",2
2643,429,"XL",34
2644,429,"XXL",30
2645,430,"XS",24
2646,430,"S",42
2647,430,"M",59
2648,430,"L",15
2649,430,"XL",54
2650,430,"XXL",39
2651,431,"XS",18
2652,431,"S",20
2653,431,"M",47
2654,431,"L",27
2655,431,"XL",52
2656,431,"XXL",10
2657,432,"XS",46
2658,432,"S",39
2659,432,"M",51
2660,432,"L",45
2661,432,"XL",14
2662,432,"XXL",58
2663,433,"XS",6
2664,433,"S",43
2665,433,"M",37
2666,433,"L",57
2667,433,"XL",35
2668,433,"XXL",14
2669,434,"XS",55
2670,434,"S",44
2671,434,"M",14
2672,434,"L",43
2673,434,"XL",11
2674,434,"XXL",15
2675,435,"XS",45
2676,435,"S",7
2677,435,"M",11
2678,435,"L",56
2679,435,"XL",9
2680,435,"XXL",45
2681,436,"XS",36
2682,436,"S",56
2683,436,"M",51
2684,436,"L",53
2685,436,"XL",27
2686,436,"XXL",41
2687,437,"XS",2
2688,437,"S",59
2689,437,"M",12
2690,437,"L",59
2691,437,"XL",14
2692,437,"XXL",15
