id,product_id,feature,value
2554,1167,"Frame","DuraResin"
2555,1167,"Green Leaf Certified",null
2556,1167,"Cut","Striaght"
2557,1168,"Frame","AllLight Composition Resin"
2558,1168,"Fair Trade Certified",null
2559,1169,"Lifetime Guarantee",null
2560,1170,"Lens","100% UV Protective"
2561,1170,"Sustainably Sourced",null
2562,1170,"Satisfaction Guaranteed",null
2563,1171,"Non-GMO",null
2564,1172,"Material","Armor Weave"
2565,1172,"Non-GMO",null
2566,1172,"Material","Rubber Mesh"
2567,1173,"Fabric","Cool Fit"
2568,1173,"Material","FullSupport Hybrid Compound"
2569,1174,"Cut","Striaght"
2570,1174,"5 Year Warranty",null
2571,1175,"Fair Trade Certified",null
2572,1176,"Material","FullSupport Hybrid Compound"
2573,1176,"Lifetime Guarantee",null
2574,1176,"Fabric","Velvet"
2575,1177,"Fabric","Cool Fit"
2576,1177,"Fair Trade Certified",null
2577,1177,"Cut","Striaght"
2578,1178,"Cut","Skinny"
2579,1178,"5 Year Warranty",null
2580,1179,"Non-GMO",null
2581,1179,"Material","FullControl Skin"
2582,1180,"Material","Rubber Mesh"
2583,1180,"Fabric","FullControlSkin"
2584,1181,"Lifetime Guarantee",null
2585,1181,"Fabric","FullControlSkin"
2586,1181,"5 Year Warranty",null
2587,1182,"Stitching","Double Stitch"
2588,1183,"Frame","AllLight Composition Resin"
2589,1184,"Fabric","100% Cotton"
2590,1184,"Cut","Loose"
2591,1185,"Cut","Loose"
2592,1186,"Satisfaction Guaranteed",null
2593,1186,"Non-GMO",null
2594,1187,"Sustainably Sourced",null
2595,1187,"Frame","DuraResin"
2596,1187,"Green Leaf Certified",null
2597,1187,"Satisfaction Guaranteed",null
2598,1188,"Stitching","Double Stitch"
2599,1188,"Lens","100% UV Protective"
2600,1188,"Cut","Striaght"
2601,1188,"Lens","Ultrasheen Silver"
2602,1189,"Stitching","Cross Stitch"
2603,1189,"Fabric","Cashmere"
2604,1189,"Non-GMO",null
2605,1189,"Satisfaction Guaranteed",null
2606,1190,"Sustainably Sourced",null
2607,1191,"Lens","100% UV Protective"
2608,1191,"Buttons","Ivory"
2609,1192,"Material","FullControl Skin"
2610,1192,"Fabric","100% Cotton"
2611,1192,"Non-GMO",null
2612,1193,"Cut","Striaght"
2613,1193,"Sustainably Sourced",null
2614,1193,"Satisfaction Guaranteed",null
2615,1193,"5 Year Warranty",null
2616,1194,"Lens","Ultrasheen Basic"
2617,1194,"Cut","Skinny"
2618,1194,"Material","Control Support Bridge"
2619,1195,"Fabric","Cashmere"
2620,1195,"Non-GMO",null
2621,1196,"Non-GMO",null
2622,1196,"Sustainably Sourced",null
2623,1196,"Non-GMO",null
2624,1196,"Buttons","Ivory"
2625,1197,"Lifetime Guarantee",null
2626,1197,"Lens","Ultrasheen Basic"
2627,1198,"Material","FullControl Skin"
2628,1198,"Sustainably Sourced",null
2629,1198,"Stitching","Double Stitch"
2630,1199,"Buttons","Brass"
2631,1199,"Fabric","Silk"
2632,1200,"Lens","Ultrasheen Silver"
2633,1201,"Cut","Striaght"
2634,1201,"5 Year Warranty",null
2635,1201,"Cut","Loose"
2636,1201,"Satisfaction Guaranteed",null
2637,1202,"Green Leaf Certified",null
2638,1202,"Fair Trade Certified",null
2639,1202,"Non-GMO",null
2640,1203,"Material","Rubber Mesh"
2641,1203,"Green Leaf Certified",null
2642,1203,"Fabric","100% Cotton"
2643,1204,"Non-GMO",null
2644,1205,"Frame","AllLight Composition Resin"
2645,1205,"Non-GMO",null
2646,1205,"Fair Trade Certified",null
2647,1206,"Lifetime Guarantee",null
2648,1206,"Fabric","80% Cotton, 20% Polyester"
2649,1207,"5 Year Warranty",null
2650,1207,"Non-GMO",null
2651,1208,"Lens","Ultrasheen Basic"
2652,1208,"Fair Trade Certified",null
2653,1209,"Non-GMO",null
2654,1209,"Buttons","White Resin"
2655,1210,"Non-GMO",null
2656,1210,"Lifetime Guarantee",null
2657,1211,"Buttons","White Resin"
2658,1211,"Lens","Ultrasheen Basic"
2659,1211,"Non-GMO",null
2660,1211,"Buttons","Blue Resin"
2661,1212,"Non-GMO",null
2662,1213,"Non-GMO",null
2663,1214,"Lifetime Guarantee",null
2664,1214,"Cut","Striaght"
2665,1214,"Satisfaction Guaranteed",null
2666,1215,"Fabric","100% Cotton"
2667,1215,"Green Leaf Certified",null
2668,1216,"Buttons","White Resin"
2669,1217,"Fair Trade Certified",null
2670,1218,"Lens","Ultrasheen Gold"
2671,1219,"Satisfaction Guaranteed",null
2672,1220,"Green Leaf Certified",null
2673,1220,"Buttons","White Resin"
2674,1220,"5 Year Warranty",null
2675,1220,"Buttons","Black Resin"
2676,1221,"Lifetime Guarantee",null
2677,1221,"Non-GMO",null
2678,1221,"Cut","Skinny"
2679,1222,"Lens","Ultrasheen Silver"
2680,1222,"Lifetime Guarantee",null
2681,1223,"Buttons","Brass"
2682,1223,"Green Leaf Certified",null
2683,1223,"Material","FullControl Skin"
2684,1223,"Stitching","Double Stitch"
2685,1224,"Sustainably Sourced",null
2686,1224,"Stitching","Double Stitch"
2687,1224,"Stitching","Double Stitch"
2688,1225,"Fair Trade Certified",null
2689,1226,"Fabric","95% Cotton, 5% Elastic"
2690,1226,"Sustainably Sourced",null
2691,1227,"Cut","Skinny"
2692,1227,"Lens","Ultrasheen Basic"
2693,1227,"Stitching","Cross Stitch"
2694,1228,"Non-GMO",null
2695,1229,"5 Year Warranty",null
2696,1230,"Non-GMO",null
2697,1230,"Non-GMO",null
2698,1230,"Non-GMO",null
2699,1231,"Cut","Striaght"
2700,1231,"Stitching","Cross Stitch"
2701,1231,"Non-GMO",null
2702,1232,"Non-GMO",null
2703,1232,"Lifetime Guarantee",null
2704,1232,"Green Leaf Certified",null
2705,1232,"Lens","Ultrasheen Gold"
2706,1233,"Lifetime Guarantee",null
2707,1233,"Fair Trade Certified",null
2708,1233,"Satisfaction Guaranteed",null
2709,1234,"Satisfaction Guaranteed",null
2710,1234,"Satisfaction Guaranteed",null
2711,1235,"Stitching","Cross Stitch"
2712,1236,"Material","Armor Weave"
2713,1236,"Lifetime Guarantee",null
2714,1236,"Buttons","White Resin"
2715,1237,"Frame","AllLight Composition Resin"
2716,1237,"Non-GMO",null
2717,1237,"Green Leaf Certified",null
2718,1237,"Cut","Skinny"
2719,1238,"Stitching","Cross Stitch"
2720,1238,"Non-GMO",null
2721,1239,"Stitching","Cross Stitch"
2722,1240,"Material","Rubber Mesh"
2723,1240,"5 Year Warranty",null
2724,1240,"Fabric","Silk"
2725,1240,"Green Leaf Certified",null
2726,1241,"Non-GMO",null
2727,1241,"Sustainably Sourced",null
2728,1242,"Frame","AllLight Composition Resin"
2729,1242,"5 Year Warranty",null
2730,1243,"Green Leaf Certified",null
2731,1243,"Fair Trade Certified",null
2732,1244,"Sustainably Sourced",null
2733,1244,"Fabric","Cashmere"
2734,1245,"Buttons","Brass"
2735,1245,"Fair Trade Certified",null
2736,1246,"Cut","Skinny"
2737,1246,"Fair Trade Certified",null
2738,1246,"Non-GMO",null
2739,1247,"Non-GMO",null
2740,1247,"Non-GMO",null
2741,1248,"Green Leaf Certified",null
2742,1248,"Sustainably Sourced",null
2743,1248,"Buttons","Ivory"
2744,1249,"Fabric","Cool Fit"
2745,1250,"Fair Trade Certified",null
2746,1250,"Fair Trade Certified",null
2747,1251,"Non-GMO",null
2748,1252,"Lens","Ultrasheen Silver"
2749,1252,"Satisfaction Guaranteed",null
2750,1253,"Frame","DuraResin"
2751,1253,"Satisfaction Guaranteed",null
2752,1254,"Satisfaction Guaranteed",null
2753,1255,"Material","Armor Weave"
2754,1255,"Buttons","Blue Resin"
2755,1256,"Fabric","Cool Fit"
2756,1256,"Cut","Skinny"
2757,1257,"5 Year Warranty",null
2758,1257,"Satisfaction Guaranteed",null
2759,1257,"Sustainably Sourced",null
2760,1258,"Sustainably Sourced",null
2761,1258,"Cut","Loose"
2762,1258,"Lens","Ultrasheen Gold"
2763,1259,"Cut","Skinny"
2764,1259,"Lens","100% UV Protective"
2765,1259,"Cut","Skinny"
2766,1260,"Stitching","Double Stitch"
2767,1260,"Non-GMO",null
2768,1261,"Cut","Loose"
2769,1262,"Non-GMO",null
2770,1262,"Satisfaction Guaranteed",null
2771,1263,"Non-GMO",null
2772,1263,"Fabric","Silk"
2773,1263,"Frame","DuraResin"
2774,1264,"Sustainably Sourced",null
2775,1265,"Non-GMO",null
2776,1265,"Non-GMO",null
2777,1266,"Cut","Straight"
2778,1267,"Lifetime Guarantee",null
2779,1268,"Cut","Skinny"
2780,1268,"Stitching","Double Stitch"
2781,1269,"Non-GMO",null
2782,1269,"Non-GMO",null
2783,1269,"Satisfaction Guaranteed",null
2784,1270,"Frame","DuraResin"
2785,1270,"Green Leaf Certified",null
2786,1270,"Lifetime Guarantee",null
2787,1271,"Fabric","Velvet"
2788,1272,"Stitching","Double Stitch"
2789,1272,"Frame","DuraResin"
2790,1272,"Sustainably Sourced",null
2791,1272,"Satisfaction Guaranteed",null
2792,1273,"Fabric","100% Cotton"
2793,1273,"Material","Rubber Mesh"
2794,1273,"Satisfaction Guaranteed",null
2795,1273,"Sustainably Sourced",null
2796,1274,"Fabric","Cashmere"
2797,1274,"Stitching","Double Stitch"
2798,1274,"5 Year Warranty",null
2799,1275,"Fair Trade Certified",null
2800,1276,"Cut","Skinny"
2801,1276,"Cut","Skinny"
2802,1277,"5 Year Warranty",null
2803,1277,"Fair Trade Certified",null
2804,1278,"Green Leaf Certified",null
2805,1278,"Fabric","Cool Fit"
2806,1279,"Material","Control Support Bridge"
2807,1279,"Non-GMO",null
2808,1280,"Non-GMO",null
2809,1280,"Stitching","Cross Stitch"
2810,1280,"Buttons","Blue Resin"
2811,1280,"Lens","Ultrasheen Silver"
2812,1281,"Stitching","Cross Stitch"
2813,1281,"Cut","Skinny"
2814,1282,"Non-GMO",null
2815,1282,"Material","FullSupport Hybrid Compound"
2816,1282,"Fabric","100% Cotton"
2817,1283,"Lifetime Guarantee",null
2818,1283,"Non-GMO",null
2819,1283,"Fabric","Velvet"
2820,1284,"Lens","Ultrasheen Gold"
2821,1284,"Cut","Straight"
2822,1284,"Cut","Straight"
2823,1285,"Cut","Striaght"
2824,1285,"Fabric","100% Cotton"
2825,1286,"Buttons","White Resin"
2826,1286,"Lens","Ultrasheen Silver"
2827,1286,"Frame","AllLight Composition Resin"
2828,1287,"Stitching","Double Stitch"
2829,1288,"Green Leaf Certified",null
2830,1288,"5 Year Warranty",null
2831,1289,"Satisfaction Guaranteed",null
2832,1290,"Satisfaction Guaranteed",null
2833,1290,"Stitching","Cross Stitch"
2834,1290,"Cut","Loose"
2835,1291,"Lens","Ultrasheen Basic"
2836,1291,"Fair Trade Certified",null
2837,1291,"Fair Trade Certified",null
2838,1292,"Cut","Skinny"
2839,1292,"Buttons","Blue Resin"
2840,1292,"Material","FullSupport Hybrid Compound"
2841,1293,"Cut","Skinny"
2842,1293,"Frame","DuraResin"
2843,1293,"Stitching","Double Stitch"
2844,1294,"5 Year Warranty",null
2845,1294,"Lifetime Guarantee",null
2846,1295,"Satisfaction Guaranteed",null
2847,1295,"Stitching","Cross Stitch"
2848,1295,"Stitching","Double Stitch"
2849,1296,"Non-GMO",null
2850,1296,"5 Year Warranty",null
2851,1297,"Non-GMO",null
2852,1298,"Non-GMO",null
2853,1298,"Cut","Loose"
2854,1298,"Lens","100% UV Protective"
2855,1299,"Fair Trade Certified",null
2856,1299,"5 Year Warranty",null
2857,1300,"5 Year Warranty",null
2858,1301,"5 Year Warranty",null
2859,1301,"Cut","Straight"
2860,1301,"Satisfaction Guaranteed",null
2861,1302,"Buttons","Blue Resin"
2862,1302,"5 Year Warranty",null
2863,1302,"Green Leaf Certified",null
2864,1303,"Frame","AllLight Composition Resin"
2865,1303,"Cut","Straight"
2866,1303,"Satisfaction Guaranteed",null
2867,1304,"Buttons","Black Resin"
2868,1304,"Frame","AllLight Composition Resin"
2869,1305,"Satisfaction Guaranteed",null
2870,1305,"Lifetime Guarantee",null
2871,1305,"Frame","DuraResin"
2872,1306,"Lens","Ultrasheen Basic"
2873,1307,"Cut","Skinny"
2874,1307,"Satisfaction Guaranteed",null
2875,1308,"Lifetime Guarantee",null
2876,1308,"Cut","Loose"
2877,1309,"Green Leaf Certified",null
2878,1309,"Stitching","Cross Stitch"
2879,1309,"Fair Trade Certified",null
2880,1310,"Frame","AllLight Composition Resin"
2881,1311,"Material","FullSupport Hybrid Compound"
2882,1312,"Sustainably Sourced",null
2883,1312,"Non-GMO",null
2884,1312,"Cut","Striaght"
2885,1312,"Stitching","Cross Stitch"
2886,1313,"5 Year Warranty",null
2887,1313,"Non-GMO",null
2888,1314,"Fabric","Velvet"
2889,1314,"Cut","Straight"
2890,1315,"Stitching","Cross Stitch"
2891,1315,"Lifetime Guarantee",null
2892,1316,"Green Leaf Certified",null
2893,1316,"Green Leaf Certified",null
2894,1316,"Lifetime Guarantee",null
2895,1317,"Cut","Skinny"
2896,1317,"Lens","100% UV Protective"
2897,1317,"Fabric","100% Cotton"
2898,1318,"Fabric","Wool"
2899,1318,"Buttons","White Resin"
2900,1319,"Cut","Loose"
2901,1320,"Non-GMO",null
2902,1320,"Fair Trade Certified",null
2903,1321,"Stitching","Cross Stitch"
2904,1321,"Sustainably Sourced",null
2905,1321,"Fair Trade Certified",null
2906,1321,"Buttons","Blue Resin"
2907,1322,"5 Year Warranty",null
2908,1322,"Satisfaction Guaranteed",null
2909,1322,"Cut","Skinny"
2910,1323,"Satisfaction Guaranteed",null
2911,1323,"Fair Trade Certified",null
2912,1323,"Non-GMO",null
2913,1324,"Fair Trade Certified",null
2914,1324,"Lifetime Guarantee",null
2915,1324,"Material","Control Support Bridge"
2916,1324,"Buttons","Blue Resin"
2917,1325,"Cut","Loose"
2918,1325,"Green Leaf Certified",null
2919,1325,"5 Year Warranty",null
2920,1326,"Lifetime Guarantee",null
2921,1326,"Fabric","95% Cotton, 5% Elastic"
2922,1326,"Sustainably Sourced",null
2923,1326,"Non-GMO",null
2924,1327,"Lens","100% UV Protective"
2925,1327,"Lifetime Guarantee",null
2926,1327,"Cut","Skinny"
2927,1327,"Buttons","Blue Resin"
2928,1328,"Green Leaf Certified",null
2929,1328,"Frame","DuraResin"
2930,1329,"Buttons","White Resin"
2931,1329,"Frame","AllLight Composition Resin"
2932,1330,"Lifetime Guarantee",null
2933,1330,"Cut","Skinny"
2934,1330,"5 Year Warranty",null
2935,1330,"Cut","Loose"
2936,1331,"Cut","Striaght"
2937,1331,"Satisfaction Guaranteed",null
2938,1332,"Fair Trade Certified",null
2939,1332,"Satisfaction Guaranteed",null
2940,1332,"Frame","AllLight Composition Resin"
2941,1333,"Green Leaf Certified",null
2942,1333,"Fabric","Canvas"
2943,1334,"Lens","Ultrasheen Silver"
2944,1334,"Frame","DuraResin"
2945,1334,"Material","Armor Weave"
2946,1335,"5 Year Warranty",null
2947,1335,"Cut","Skinny"
2948,1335,"Stitching","Cross Stitch"
2949,1336,"Lifetime Guarantee",null
2950,1336,"5 Year Warranty",null
2951,1336,"5 Year Warranty",null
2952,1337,"Stitching","Cross Stitch"
2953,1337,"5 Year Warranty",null
2954,1337,"Cut","Loose"
2955,1338,"Lifetime Guarantee",null
2956,1338,"Frame","AllLight Composition Resin"
2957,1338,"Fabric","FullControlSkin"
2958,1339,"Material","Armor Weave"
2959,1339,"Lifetime Guarantee",null
2960,1340,"Buttons","Ivory"
2961,1341,"Stitching","Cross Stitch"
2962,1342,"5 Year Warranty",null
2963,1342,"Lens","Ultrasheen Gold"
2964,1343,"Satisfaction Guaranteed",null
2965,1343,"Lifetime Guarantee",null
2966,1344,"Fair Trade Certified",null
2967,1345,"Fair Trade Certified",null
2968,1345,"Satisfaction Guaranteed",null
2969,1346,"Non-GMO",null
2970,1347,"Fabric","Canvas"
2971,1347,"Cut","Striaght"
2972,1347,"Lens","Ultrasheen Basic"
2973,1347,"5 Year Warranty",null
2974,1348,"Material","Rubber Mesh"
2975,1348,"Satisfaction Guaranteed",null
2976,1348,"Lens","Ultrasheen Gold"
2977,1349,"Fabric","Cool Fit"
2978,1349,"5 Year Warranty",null
2979,1350,"Cut","Striaght"
2980,1350,"Buttons","White Resin"
2981,1350,"Lifetime Guarantee",null
2982,1351,"Frame","AllLight Composition Resin"
2983,1351,"Cut","Loose"
2984,1352,"Satisfaction Guaranteed",null
2985,1352,"Buttons","Blue Resin"
2986,1353,"Stitching","Double Stitch"
2987,1353,"Stitching","Double Stitch"
2988,1353,"Cut","Loose"
2989,1354,"Cut","Loose"
2990,1354,"Satisfaction Guaranteed",null
2991,1355,"Lens","100% UV Protective"
2992,1355,"Cut","Straight"
2993,1355,"Non-GMO",null
2994,1355,"Satisfaction Guaranteed",null
2995,1356,"Fair Trade Certified",null
2996,1357,"Frame","DuraResin"
2997,1357,"Cut","Loose"
2998,1357,"Frame","DuraResin"
2999,1357,"5 Year Warranty",null
3000,1358,"Fair Trade Certified",null
3001,1358,"Green Leaf Certified",null
3002,1359,"Buttons","Brass"
3003,1359,"Stitching","Cross Stitch"
3004,1359,"Fair Trade Certified",null
3005,1360,"Satisfaction Guaranteed",null
3006,1361,"Sustainably Sourced",null
3007,1362,"Frame","AllLight Composition Resin"
3008,1362,"Buttons","Blue Resin"
3009,1363,"Cut","Loose"
3010,1364,"Non-GMO",null
3011,1365,"Lifetime Guarantee",null
3012,1365,"Satisfaction Guaranteed",null
3013,1365,"5 Year Warranty",null
3014,1365,"Lifetime Guarantee",null
3015,1366,"Non-GMO",null
3016,1366,"Lifetime Guarantee",null
3017,1367,"Cut","Loose"
3018,1367,"Green Leaf Certified",null
3019,1367,"Fabric","Cashmere"
3020,1368,"Green Leaf Certified",null
3021,1369,"Non-GMO",null
3022,1369,"Cut","Striaght"
3023,1369,"Satisfaction Guaranteed",null
3024,1369,"Fabric","Velvet"
3025,1370,"5 Year Warranty",null
3026,1371,"Lifetime Guarantee",null
3027,1371,"Stitching","Cross Stitch"
3028,1372,"Non-GMO",null
3029,1373,"Satisfaction Guaranteed",null
3030,1374,"Buttons","Ivory"
3031,1374,"Frame","DuraResin"
3032,1375,"Cut","Loose"
3033,1375,"Green Leaf Certified",null
3034,1375,"Non-GMO",null
3035,1375,"Lifetime Guarantee",null
3036,1376,"Frame","AllLight Composition Resin"
3037,1376,"Non-GMO",null
3038,1377,"Lens","Ultrasheen Gold"
3039,1377,"Fabric","80% Cotton, 20% Polyester"
3040,1378,"Lifetime Guarantee",null
3041,1379,"Fair Trade Certified",null
3042,1379,"Lifetime Guarantee",null
3043,1380,"Non-GMO",null
3044,1381,"Cut","Straight"
3045,1381,"Fabric","Silk"
3046,1381,"5 Year Warranty",null
3047,1381,"Cut","Striaght"
3048,1382,"Cut","Loose"
3049,1382,"Fabric","Canvas"
3050,1383,"5 Year Warranty",null
3051,1383,"Stitching","Double Stitch"
3052,1384,"Sustainably Sourced",null
3053,1384,"Green Leaf Certified",null
3054,1384,"Cut","Loose"
3055,1385,"Green Leaf Certified",null
3056,1385,"Non-GMO",null
3057,1385,"Lifetime Guarantee",null
3058,1386,"Fair Trade Certified",null
3059,1386,"Lifetime Guarantee",null
3060,1387,"Non-GMO",null
3061,1387,"Non-GMO",null
3062,1388,"Fair Trade Certified",null
3063,1388,"Lifetime Guarantee",null
3064,1389,"Fair Trade Certified",null
3065,1389,"Cut","Straight"
3066,1390,"Material","Rubber Mesh"
3067,1390,"Cut","Skinny"
3068,1391,"5 Year Warranty",null
3069,1391,"5 Year Warranty",null
3070,1392,"Cut","Straight"
3071,1392,"Lifetime Guarantee",null
3072,1393,"Satisfaction Guaranteed",null
3073,1393,"Sustainably Sourced",null
3074,1393,"Sustainably Sourced",null
3075,1393,"Frame","AllLight Composition Resin"
3076,1394,"Sustainably Sourced",null
3077,1394,"Frame","AllLight Composition Resin"
3078,1395,"Buttons","Blue Resin"
3079,1395,"Buttons","Brass"
3080,1396,"Non-GMO",null
3081,1397,"Non-GMO",null
3082,1397,"Stitching","Cross Stitch"
3083,1397,"Material","Armor Weave"
3084,1397,"Stitching","Double Stitch"
3085,1398,"Fabric","Velvet"
3086,1398,"Stitching","Double Stitch"
3087,1399,"Green Leaf Certified",null
3088,1399,"Fabric","Cashmere"
3089,1400,"Buttons","White Resin"
3090,1400,"Lens","Ultrasheen Basic"
3091,1400,"Fabric","Wool"
3092,1401,"5 Year Warranty",null
3093,1401,"Cut","Skinny"
3094,1401,"Lens","Ultrasheen Gold"
3095,1401,"5 Year Warranty",null
3096,1402,"Stitching","Double Stitch"
3097,1402,"Fair Trade Certified",null
3098,1402,"Fabric","Velvet"
3099,1403,"Green Leaf Certified",null
3100,1404,"Non-GMO",null
3101,1404,"Buttons","White Resin"
3102,1405,"Fair Trade Certified",null
3103,1405,"Buttons","Brass"
3104,1406,"Buttons","Brass"
3105,1406,"Cut","Skinny"
3106,1407,"Non-GMO",null
3107,1407,"Cut","Skinny"
3108,1407,"Lifetime Guarantee",null
3109,1408,"Sustainably Sourced",null
3110,1409,"5 Year Warranty",null
3111,1409,"Buttons","White Resin"
3112,1409,"Lifetime Guarantee",null
3113,1410,"Cut","Striaght"
3114,1410,"Cut","Straight"
3115,1410,"Stitching","Cross Stitch"
3116,1410,"Buttons","Ivory"
3117,1411,"Lifetime Guarantee",null
3118,1411,"Sustainably Sourced",null
3119,1411,"Cut","Skinny"
3120,1412,"Fabric","Canvas"
3121,1413,"Sustainably Sourced",null
3122,1414,"Stitching","Double Stitch"
3123,1415,"Lifetime Guarantee",null
3124,1415,"Sustainably Sourced",null
3125,1416,"Non-GMO",null
3126,1416,"Green Leaf Certified",null
3127,1417,"Satisfaction Guaranteed",null
3128,1417,"5 Year Warranty",null
3129,1417,"Cut","Skinny"
3130,1418,"5 Year Warranty",null
3131,1419,"Sustainably Sourced",null
3132,1419,"Satisfaction Guaranteed",null
3133,1419,"Cut","Loose"
3134,1420,"Material","FullSupport Hybrid Compound"
3135,1420,"Material","Control Support Bridge"
3136,1420,"Non-GMO",null
3137,1420,"Sustainably Sourced",null
3138,1421,"Non-GMO",null
3139,1421,"Sustainably Sourced",null
3140,1421,"5 Year Warranty",null
3141,1422,"5 Year Warranty",null
3142,1422,"Cut","Skinny"
3143,1422,"Lens","100% UV Protective"
3144,1423,"Fair Trade Certified",null
3145,1423,"Cut","Loose"
3146,1423,"Lifetime Guarantee",null
3147,1424,"Frame","DuraResin"
3148,1424,"Fair Trade Certified",null
3149,1424,"Stitching","Double Stitch"
3150,1425,"Cut","Loose"
3151,1425,"5 Year Warranty",null
3152,1426,"Stitching","Cross Stitch"
3153,1426,"Cut","Loose"
3154,1427,"Frame","DuraResin"
3155,1427,"Material","Control Support Bridge"
3156,1428,"Lifetime Guarantee",null
3157,1428,"Green Leaf Certified",null
3158,1428,"Stitching","Double Stitch"
3159,1429,"Stitching","Cross Stitch"
3160,1429,"Green Leaf Certified",null
3161,1430,"Cut","Striaght"
3162,1430,"Non-GMO",null
3163,1431,"Cut","Skinny"
3164,1431,"Stitching","Double Stitch"
3165,1432,"Material","Control Support Bridge"
3166,1432,"5 Year Warranty",null
3167,1433,"Sustainably Sourced",null
3168,1433,"Buttons","White Resin"
3169,1433,"Green Leaf Certified",null
3170,1434,"Green Leaf Certified",null
3171,1434,"Satisfaction Guaranteed",null
3172,1435,"Lifetime Guarantee",null
3173,1436,"Fabric","Canvas"
3174,1437,"Green Leaf Certified",null
3175,1437,"Satisfaction Guaranteed",null
3176,1438,"Frame","DuraResin"
3177,1439,"Green Leaf Certified",null
3178,1439,"Lifetime Guarantee",null
3179,1440,"Fair Trade Certified",null
3180,1440,"Lifetime Guarantee",null
3181,1441,"Satisfaction Guaranteed",null
3182,1442,"Cut","Straight"
3183,1442,"Frame","DuraResin"
3184,1442,"Non-GMO",null
3185,1443,"Stitching","Cross Stitch"
3186,1443,"5 Year Warranty",null
3187,1443,"Lifetime Guarantee",null
3188,1444,"Fair Trade Certified",null
3189,1444,"Cut","Straight"
3190,1444,"Fabric","Velvet"
3191,1445,"Non-GMO",null
3192,1445,"Satisfaction Guaranteed",null
3193,1445,"5 Year Warranty",null
3194,1445,"Fair Trade Certified",null
3195,1446,"5 Year Warranty",null
3196,1446,"Stitching","Cross Stitch"
3197,1447,"Material","Control Support Bridge"
3198,1447,"Cut","Loose"
3199,1447,"Fair Trade Certified",null
3200,1448,"Buttons","Black Resin"
3201,1448,"Material","Rubber Mesh"
3202,1449,"Cut","Striaght"
3203,1450,"Material","FullSupport Hybrid Compound"
3204,1450,"Stitching","Double Stitch"
3205,1450,"Fabric","100% Cotton"
3206,1450,"5 Year Warranty",null
3207,1451,"Cut","Loose"
3208,1451,"Frame","DuraResin"
3209,1451,"Cut","Striaght"
3210,1452,"Stitching","Double Stitch"
3211,1452,"Green Leaf Certified",null
3212,1452,"5 Year Warranty",null
3213,1453,"Fabric","Canvas"
3214,1453,"Cut","Skinny"
3215,1454,"Cut","Skinny"
3216,1455,"Satisfaction Guaranteed",null
3217,1455,"Buttons","Black Resin"
3218,1456,"Buttons","Blue Resin"
3219,1457,"Green Leaf Certified",null
3220,1458,"Fabric","Cool Fit"
3221,1458,"Lens","Ultrasheen Basic"
3222,1459,"Green Leaf Certified",null
3223,1459,"Lens","100% UV Protective"
3224,1459,"Lens","Ultrasheen Basic"
3225,1459,"Buttons","Blue Resin"
3226,1460,"Buttons","White Resin"
3227,1460,"5 Year Warranty",null
3228,1460,"Cut","Skinny"
3229,1460,"Non-GMO",null
3230,1461,"Cut","Loose"
3231,1461,"Cut","Skinny"
3232,1461,"Material","FullSupport Hybrid Compound"
3233,1462,"Material","Control Support Bridge"
3234,1462,"Stitching","Double Stitch"
3235,1462,"Non-GMO",null
3236,1463,"5 Year Warranty",null
3237,1463,"Fabric","Velvet"
3238,1463,"Lifetime Guarantee",null
3239,1463,"Sustainably Sourced",null
3240,1464,"Material","FullSupport Hybrid Compound"
3241,1464,"Frame","AllLight Composition Resin"
3242,1464,"Fair Trade Certified",null
3243,1464,"Stitching","Double Stitch"
3244,1465,"Cut","Skinny"
3245,1466,"Lens","Ultrasheen Silver"
3246,1466,"Non-GMO",null
3247,1466,"Lens","Ultrasheen Silver"
3248,1467,"Material","Armor Weave"
3249,1467,"Lens","Ultrasheen Basic"
3250,1468,"Fabric","Cool Fit"
3251,1468,"5 Year Warranty",null
3252,1468,"Non-GMO",null
3253,1468,"Cut","Loose"
3254,1469,"Fabric","Velvet"
3255,1470,"Fair Trade Certified",null
3256,1470,"Cut","Skinny"
3257,1470,"Lifetime Guarantee",null
3258,1471,"Material","FullControl Skin"
3259,1471,"Lifetime Guarantee",null
3260,1471,"Non-GMO",null
3261,1471,"Sustainably Sourced",null
3262,1472,"Satisfaction Guaranteed",null
3263,1472,"Green Leaf Certified",null
3264,1473,"Stitching","Cross Stitch"
3265,1473,"Buttons","Blue Resin"
3266,1473,"Frame","AllLight Composition Resin"
3267,1474,"Green Leaf Certified",null
3268,1474,"Lens","100% UV Protective"
3269,1475,"Green Leaf Certified",null
3270,1475,"Frame","AllLight Composition Resin"
3271,1475,"Buttons","Brass"
3272,1476,"Green Leaf Certified",null
3273,1476,"Lifetime Guarantee",null
3274,1477,"Stitching","Double Stitch"
3275,1477,"Frame","AllLight Composition Resin"
3276,1478,"Fabric","Canvas"
3277,1479,"Sustainably Sourced",null
3278,1479,"5 Year Warranty",null
3279,1480,"Satisfaction Guaranteed",null
3280,1480,"Lens","Ultrasheen Silver"
3281,1481,"Fabric","Canvas"
3282,1481,"Fair Trade Certified",null
3283,1481,"Lifetime Guarantee",null
3284,1482,"Buttons","Black Resin"
3285,1482,"Frame","AllLight Composition Resin"
3286,1483,"Material","Rubber Mesh"
3287,1483,"Material","Control Support Bridge"
